file_name,function_name,complexity,tokens,triaged_out,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct
fdtd-2d.bc,polybench_flush_cache,2,3672,True,,,,pending,40,40,0.0
fdtd-2d.bc,polybench_prepare_instruments,1,3014,True,,,,pending,2,2,0.0
fdtd-2d.bc,polybench_timer_start,1,3042,True,,,,pending,4,4,0.0
fdtd-2d.bc,polybench_timer_stop,1,3032,True,,,,pending,3,3,0.0
fdtd-2d.bc,polybench_timer_print,1,3082,True,,,,pending,5,5,0.0
fdtd-2d.bc,polybench_free_data,1,3058,True,,,,pending,5,5,0.0
fdtd-2d.bc,polybench_alloc_data,1,3342,True,,,,pending,22,22,0.0
fdtd-2d.bc,xmalloc,3,3607,True,,,,pending,34,34,0.0
fdtd-2d.bc,main,1,5590,True,,,,pending,125,125,0.0
fdtd-2d.bc,init_array,4,4787,True,,,,pending,112,112,0.0
fdtd-2d.bc,kernel_fdtd_2d,9,7263,False,ollama/qwen2.5-coder:3b,14.415,,syntax_fail,249,249,0.0
fdtd-2d.bc,kernel_fdtd_2d_StrictFP,9,7267,False,ollama/qwen2.5-coder:3b,,,pending,252,252,0.0
fdtd-2d.bc,print_array,5,5087,False,ollama/qwen2.5-coder:3b,,,pending,123,123,0.0
fdtd-2d.bc,rtclock,1,3014,True,,,,pending,1,1,0.0
fdtd-2d.bc,print_element,1,6355,True,,,,pending,203,203,0.0
deriche.bc,polybench_flush_cache,2,3915,True,,,,pending,40,40,0.0
deriche.bc,polybench_prepare_instruments,1,3257,True,,,,pending,2,2,0.0
deriche.bc,polybench_timer_start,1,3285,True,,,,pending,4,4,0.0
deriche.bc,polybench_timer_stop,1,3275,True,,,,pending,3,3,0.0
deriche.bc,polybench_timer_print,1,3325,True,,,,pending,5,5,0.0
deriche.bc,polybench_free_data,1,3301,True,,,,pending,5,5,0.0
deriche.bc,polybench_alloc_data,1,3585,True,,,,pending,22,22,0.0
deriche.bc,xmalloc,3,3850,True,,,,pending,34,34,0.0
deriche.bc,main,2,5519,True,,,,pending,112,112,0.0
deriche.bc,init_array,3,4169,True,,,,pending,57,57,0.0
deriche.bc,kernel_deriche,13,12309,False,ollama/qwen2.5-coder:7b,116.158,,syntax_fail,533,533,0.0
deriche.bc,kernel_deriche_StrictFP,13,12322,False,ollama/qwen2.5-coder:7b,57.149,,syntax_fail,546,546,0.0
deriche.bc,check_FP,5,4956,False,ollama/qwen2.5-coder:3b,,,pending,98,98,0.0
deriche.bc,print_array,4,4601,True,,,,pending,81,81,0.0
deriche.bc,rtclock,1,3257,True,,,,pending,1,1,0.0
deriche.bc,print_element,1,6598,True,,,,pending,203,203,0.0
floyd-warshall.bc,polybench_flush_cache,2,3500,True,,,,pending,40,40,0.0
floyd-warshall.bc,polybench_prepare_instruments,1,2842,True,,,,pending,2,2,0.0
floyd-warshall.bc,polybench_timer_start,1,2870,True,,,,pending,4,4,0.0
floyd-warshall.bc,polybench_timer_stop,1,2860,True,,,,pending,3,3,0.0
floyd-warshall.bc,polybench_timer_print,1,2910,True,,,,pending,5,5,0.0
floyd-warshall.bc,polybench_free_data,1,2886,True,,,,pending,5,5,0.0
floyd-warshall.bc,polybench_alloc_data,1,3170,True,,,,pending,22,22,0.0
